label;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21
0;0.0;0.988465314136127;1.0;1.0;0.988465314136126;0.532625189681335;1.0;1.0;1.0;0.212001299866497;0.42739536890387797;0.229424231844258;0.8762264150943408;0.8044670064719741;0.870404855237695;0.87622641509434;0.5964912280701751;0.8284988485755591;0.8654070267429019;0.8704048552376971;0.18394265182443303;0.35945405205120295
0;0.0133362537824128;0.9920647905759159;0.985925074937692;0.9968708288414722;0.9920647905759159;0.531107738998483;0.9882253891820779;0.996677273694144;0.9968708288414722;0.207374765858047;0.419654662442836;0.21693725031593397;0.9144654088050319;0.819199557210529;0.902223823829229;0.9144654088050319;0.587719298245614;0.841731385551376;0.898315247006554;0.9022238238292279;0.173639650180534;0.34758753854148805
0;0.023225523403189;0.985193062827226;0.975271479335616;0.9887279397268941;0.9851930628272251;0.5250379362670711;0.979282306218797;0.988036400805734;0.9887279397268941;0.208796348441129;0.42138617707133097;0.222079210477788;0.927421383647799;0.8182093164349109;0.911303655947594;0.927421383647799;0.5745614035087719;0.8408436322515641;0.9077223605509649;0.911303655947594;0.16560646317326502;0.33133943833616103
0;0.0283729068543791;0.9700589005235609;0.970910935416958;0.9779795676910971;0.97005890052356;0.52959028831563;0.9756142028213979;0.9766433040819208;0.977979567691098;0.21270765363976502;0.42737812619691706;0.230640353831463;0.9411320754717;0.815168498383541;0.9203485500604391;0.9411320754716981;0.5745614035087719;0.838116036125374;0.917100540259022;0.9203485500604379;0.153037017821312;0.307724502082064
0;0.0369347998913175;0.976357984293195;0.9594371747879019;0.977445036800966;0.9763579842931941;0.5204855842185129;0.965940977636281;0.976077084395107;0.977445036800966;0.211479075560947;0.42633511229598603;0.230871348797344;0.938867924528303;0.81468079564476;0.918573996819176;0.9388679245283019;0.578947368421053;0.8376783594264259;0.915260026779873;0.918573996819177;0.156617748286034;0.310026205441359
0;0.0299926181729786;0.9688318062827229;0.967078413222626;0.975796253830669;0.9688318062827229;0.5204855842185129;0.97238657171312;0.974330779366691;0.975796253830669;0.21522572614863197;0.43313323392508096;0.20129279049837304;0.946792452830188;0.839648482045799;0.931376907374559;0.946792452830189;0.587719298245614;0.860010772195515;0.9285450781133209;0.931376907374559;0.167635769089863;0.32488673335395
0;0.0332674764704452;0.9676047120418849;0.965894668709971;0.9746114471892441;0.9676047120418849;0.51896813353566;0.971388957089636;0.973076102210059;0.9746114471892441;0.208491844902609;0.424789258431928;0.19899311862819602;0.9387421383647808;0.839782345370678;0.9256005036046558;0.93874213836478;0.5964912280701751;0.8601301012936249;0.922549344246748;0.9256005036046571;0.175404285969752;0.33474244098369105
0;0.0286584567748783;0.973740183246073;0.9714815986390841;0.9804095513790742;0.973740183246073;0.5204855842185129;0.9760945011543449;0.9792177923963459;0.9804095513790749;0.205059045300409;0.41970778254437796;0.216744601196502;0.9425157232704409;0.8272235599385931;0.9247663289599979;0.94251572327044;0.592105263157895;0.848916129554785;0.9216837403091741;0.9247663289599979;0.161949581846608;0.313955750279359
0;0.039338398712214;0.9681773560209441;0.9614332928981121;0.9732734340233371;0.9681773560209429;0.5250379362670711;0.967626095696489;0.971659393072455;0.9732734340233359;0.20439366932874697;0.41693169017181797;0.213720416234047;0.9374842767295591;0.832765422895524;0.922702711275562;0.93748427672956;0.592105263157895;0.853869244765941;0.91954263641902;0.922702711275562;0.152011756190999;0.29771869839818393
0;0.0374157869255362;0.9730039267015709;0.9598924563953349;0.9755975898681991;0.9730039267015709;0.5250379362670711;0.9663254087122058;0.9741203876204709;0.9755975898681991;0.20920249847355998;0.424667862169371;0.204922916684227;0.952075471698114;0.8432688412410959;0.9362180652082571;0.9520754716981129;0.587719298245614;0.8632365396453171;0.933572332179731;0.9362180652082571;0.138692387129784;0.283577491780327
